id,price_val,price_cur,new_build,floor,ax_floors,area,rooms,heating,badges,lat,lon
1525160,90000,AZN,True,4,16,64.0,2,False,"Sabunçu r.,Bakıxanov q.",40.4288946455769,49.957625593142
1574787,135000,AZN,False,1,2,70.0,3,True,"Yasamal bazarı,Elmlər Akademiyası m.,Yasamal r.",40.377823380227,49.8081378074708
1574785,133000,AZN,True,16,18,131.0,3,True,"Nizami r.,8-ci kilometr q.",40.4112259221497,49.9534392332404
1574780,105000,AZN,True,12,18,70.0,2,True,"Bakı Asiya Universiteti,Nəsimi r.",40.3977186756626,49.8164458808594
1574750,56000,AZN,False,2,5,36.0,1,True,"Qara Qarayev m.,Nizami r.,8-ci kilometr q.",40.4189243436895,49.9424852938453
1574770,150000,AZN,True,5,18,145.0,4,True,"Bakı Asiya Universiteti,Nəsimi r.",40.3974356822969,49.8187258076223
1574764,250000,AZN,True,10,16,167.0,3,False,"Dövlət Statistika Komitəsi,M.Hüseynzadə parkı,Nizami m.,Yasamal r.,Yasamal q.",40.3831597245686,49.8260901531221
1574759,68000,AZN,False,2,5,48.0,2,True,"Nəsimi m.,Binəqədi r.,6-cı mikrorayon q.",40.4204634901276,49.8288084121948
1574758,38000,AZN,True,1,7,38.0,1,True,"Sabunçu r.,Bakıxanov q.",40.4233566562244,49.9486239330216
1574757,240000,AZN,True,11,16,170.0,4,True,"Şah İsmayıl Xətai m.,Xətai r.",40.382801783809,49.8701836534118
1574755,162000,AZN,True,4,16,86.0,3,True,"Şah İsmayıl Xətai m.,Xətai r.",40.3831173962845,49.8719217248535
1574753,1200000,AZN,True,5,17,280.0,5,True,"Sevil Qazıyeva parkı,Rusiya səfirliyi,Park Zorge,M.Hüseynzadə parkı,Nəsimi r.",40.3881948552605,49.8323075509893
1574752,142500,AZN,True,14,16,95.0,3,False,"Binəqədi r.,9-cu mikrorayon q.",40.4170274040404,49.8079427775886
1574751,163000,AZN,True,16,17,96.0,2,True,"Yasamal bazarı,Yasamal r.",40.3820477478556,49.8070247730208
1479209,142000,AZN,True,14,19,90.0,3,True,"Şah İsmayıl Xətai m.,Xətai r.",40.3886107188197,49.8701327929761
1531809,149000,AZN,True,8,17,101.0,3,True,"Yasamal r.,Yeni Yasamal q.",40.3895666038722,49.7869213978523
1482384,57000,AZN,False,2,2,47.0,2,True,"Nizami kinoteatrı,Qış parkı,Milli Konservatoriya,Bakı Musiqi Akademiyası,Malokan bağı,Sahil m.,Yasamal r.",40.3751124607814,49.8404384508037
1565311,315000,AZN,True,4,16,126.0,3,True,"Nəriman Nərimanov m.,Nərimanov r.",40.4066216157559,49.8720723695866
1498941,176000,AZN,True,8,16,116.0,3,False,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı,Nərimanov r.",40.4042290826115,49.8728160563381
1565307,210000,AZN,True,13,17,100.0,3,False,"Nəriman Nərimanov parkı,Nəriman Nərimanov m.,Nərimanov r.",40.4014890125765,49.873673471992
1574749,72000,AZN,False,4,5,60.0,3,True,"Nəsimi m.,Binəqədi r.,6-cı mikrorayon q.",40.4252071348551,49.825052667184
1574748,104000,AZN,True,11,19,55.0,2,False,"İnşaatçılar m.,Yasamal r.,Yasamal q.",40.3888130870047,49.8030815998787
1574747,95000,AZN,True,2,17,68.0,2,False,"Həzi Aslanov m.,Xətai r.",40.371086448919,49.9531068273163
1551926,128000,AZN,True,5,17,96.0,3,False,"Yasamal r.,Yasamal q.",40.3886669072556,49.7865517696167
1574744,93000,AZN,True,10,19,50.0,2,False,"İnşaatçılar m.,Yasamal r.,Yasamal q.",40.3855442968142,49.8035965840095
1574741,110000,AZN,True,8,16,95.0,3,False,"Bakı Dövlət Universiteti,Yasamal r.",40.3741944214583,49.8049382561523
1574739,128900,AZN,False,4,7,85.0,3,True,"Binəqədi r.,Xutor q.",40.4132740119794,49.8280425638749
1574738,72000,AZN,False,4,5,60.0,3,True,"Nəsimi m.,Zərifə Əliyeva adına park,Binəqədi r.,6-cı mikrorayon q.",40.4247182779626,49.8247046324021
1558590,95000,AZN,True,11,11,110.0,3,True,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.4192388179259,49.8156843578745
1558590,95000,AZN,True,11,11,110.0,3,True,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.4192388179259,49.8156843578745
1574735,104000,AZN,True,8,12,64.0,2,False,"Zərifə Əliyeva adına park,Nəsimi r.,4-cü mikrorayon q.",40.4199683028929,49.81849268086
1574733,150000,AZN,True,3,17,67.0,2,False,"Elmlər Akademiyası m.,Bakı Dövlət Universiteti,Yasamal r.",40.3756983379968,49.8126010032716
1543084,217000,AZN,True,5,14,136.0,4,False,"İnşaatçılar m.,Yasamal r.,Yasamal q.",40.3921574908074,49.8027304740968
1574729,230000,AZN,False,2,5,100.0,3,True,"Dövlət Statistika Komitəsi,M.Hüseynzadə parkı,İzmir parkı,Nizami m.,Yasamal r.,Yasamal q.",40.3841810157478,49.8252505125327
1574726,133000,AZN,False,2,9,90.0,3,True,"Binəqədi r.,Binəqədi q.",40.4133980242524,49.827847480774
1574724,215000,AZN,True,5,12,135.0,3,True,"Memar Əcəmi m.,Nəsimi r.,5-ci mikrorayon q.",40.4123081064702,49.8143819722157
1574722,135000,AZN,True,14,15,118.0,3,True,"Nizami r.,8-ci kilometr q.",40.4086129721067,49.9596190988339
1574719,115000,AZN,False,5,9,80.0,3,True,"Binəqədi r.,9-cu mikrorayon q.",40.42483336318,49.8143720626831
1574718,97000,AZN,False,3,5,55.0,3,True,"20 Yanvar m.,Nəsimi r.,4-cü mikrorayon q.",40.4071976542387,49.8083192020484
1565159,67000,AZN,False,6,9,60.0,2,True,"Sabunçu r.,Bakıxanov q.",40.4179492312006,49.9619753961563
1574716,73000,AZN,True,17,22,50.0,2,True,"Yasamal r.,Yeni Yasamal q.",40.3940171284203,49.7966698815021
1574712,259000,AZN,True,18,19,145.0,4,True,"İnşaatçılar m.,Yasamal r.",40.3944274126915,49.8068189620972
1574710,140000,AZN,True,3,20,117.0,3,True,"Nəsimi bazarı,Park Zorge,Tibb Universiteti,Yasamal r.,Yeni Yasamal q.",40.3939208028387,49.8360443115235
1484805,187000,AZN,True,4,18,96.0,3,True,"İnşaatçılar m.,Yasamal r.,Yasamal q.",40.3902927112201,49.8026561737061
1574707,130000,AZN,True,11,11,130.0,3,False,Nizami r.,40.4058228867966,49.9617121430129
1574705,265000,AZN,True,12,18,172.0,4,False,Nərimanov r.,40.3979687975959,49.8653299756713
1574704,125000,AZN,True,4,17,76.0,2,True,"Qara Qarayev m.,Nizami r.",40.4142919156778,49.9349798296493
1574701,96000,AZN,True,8,18,90.0,2,False,Yasamal r.,40.3952461983459,49.8070434661927
1574699,130000,AZN,True,19,20,115.0,3,True,"Yasamal r.,Yeni Yasamal q.",40.3939453163064,49.7952425479889
1574695,155000,AZN,True,14,18,102.0,3,False,"Şah İsmayıl Xətai m.,Xətai r.",40.3797339094738,49.8720665641403
1481435,88000,AZN,False,5,5,75.0,2,True,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.4201928825013,49.8383004982862
1565546,195000,AZN,True,13,14,167.0,4,True,"Nəsimi r.,4-cü mikrorayon q.",40.4132209399552,49.8251202282647
1574678,86000,AZN,False,5,5,50.0,2,True,"Azərbaycan turizm institutu,Gənclik m.,Nərimanov r.",40.4013641490849,49.8601465308083
1574676,62000,AZN,False,3,5,60.0,2,True,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.4132077234453,49.81088840597
1533613,312255,AZN,True,4,17,231.3,4,True,"Montin bazarı,Nərimanov r.",40.3928176875547,49.8745688796043
1574671,80000,AZN,True,14,16,56.0,1,False,"Tibb Universiteti,Nəsimi r.",40.3977513584407,49.8277755317383
1353271,205605,AZN,True,17,17,152.3,3,True,"Montin bazarı,Nərimanov r.",40.3928176875547,49.8745688796043
1574670,120000,AZN,True,3,4,150.0,3,True,Xətai r.,40.377246043462,49.9054939656402
1541324,145000,AZN,False,2,5,56.0,2,True,"Pedaqoji Universiteti,Neft Akademiyası,Səməd Vurğun parkı,28 May m.,Sahil bağı,Malokan bağı,Azadlıq meydanı,Sahil m.,Nəsimi r.",40.3761069707806,49.8499439940292
1574668,89000,AZN,False,2,9,65.0,3,True,"Yasamal r.,Yeni Yasamal q.",40.3953890807957,49.7965342235565
1574664,79000,AZN,False,1,5,45.0,3,True,"Neftçilər m.,Nizami r.,8-ci kilometr q.",40.4036595204092,49.9425431356776
1574662,44500,AZN,False,5,5,35.0,1,True,"Memar Əcəmi m.,Nəsimi r.,5-ci mikrorayon q.",40.4104937747246,49.811866844458
1574658,140000,AZN,True,7,16,81.0,3,False,"Azərbaycan turizm institutu,Nərimanov r.",40.3977866968192,49.8636072326351
1543747,275000,AZN,True,7,18,97.0,3,True,"Şah İsmayıl Xətai m.,Xətai r.",40.3782464291313,49.8742820687866
1568666,105000,AZN,True,3,13,50.0,2,True,"Bakı Asiya Universiteti,Nəsimi r.",40.3996558444342,49.8177411442145
1574657,85000,AZN,False,2,5,70.0,3,True,"Suraxanı r.,Əmircan q.",40.4206108142535,50.0015601356066
1573029,77000,AZN,False,5,5,68.0,3,True,"Avtovağzal m.,Binəqədi r.",40.4242448607838,49.7972197328763
1574654,120000,AZN,False,7,9,115.0,5,True,"Yasamal r.,Yeni Yasamal q.",40.3996197966795,49.7931839900146
1574649,165000,AZN,False,5,9,85.0,4,True,"Binəqədi r.,8-ci mikrorayon q.",40.4140735056482,49.8389532313547
1574648,1200000,AZN,True,15,22,305.0,5,True,"İncəsənət və Mədəniyyət Un.,Dövlət Statistika Komitəsi,Yasamal r.",40.3812069629898,49.8194674583497
1574647,280000,AZN,True,13,18,110.0,3,True,Yasamal r.,40.3831789598032,49.8098605871201
1571456,79000,AZN,True,6,18,54.0,2,True,"Xalqlar Dostluğu m.,Nizami r.,8-ci kilometr q.",40.3965388025354,49.9533738771416
1574646,130000,AZN,True,14,19,100.0,3,False,"Binəqədi r.,7-ci mikrorayon q.",40.4262572098486,49.8533103190491
1521789,88000,AZN,True,13,14,88.0,2,False,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı,Nərimanov r.",40.4043742951249,49.8739559598632
1574640,295000,AZN,True,6,18,237.7,4,False,"Azərbaycan turizm institutu,Respublika stadionu,Gənclik m.,Nərimanov r.",40.3997276949676,49.8587445995887
1574636,100000,AZN,True,11,18,77.0,2,True,"Şərq bazarı,28 May m.,Nərimanov r.",40.3840493212502,49.8501205444336
1574632,55000,AZN,False,5,5,34.0,1,True,"Memarlıq və İnşaat Universiteti,Bakı Dövlət Universiteti,Elmlər Akademiyası m.,Yasamal r.",40.3700894924571,49.8100376129151
1574629,135000,AZN,False,9,9,95.0,3,True,Yasamal r.,40.3893955106471,49.8155192466798
1574628,118000,AZN,True,10,17,45.0,2,True,"Elmlər Akademiyası m.,Yasamal r.",40.3792596865724,49.8114131854194
1412167,151000,AZN,True,13,17,73.0,2,True,"Elmlər Akademiyası m.,Hüseyn Cavid parkı,Yasamal r.",40.3756353929552,49.8152610046342
1527506,240000,AZN,True,4,22,183.0,4,False,"Yasamal r.,Yasamal q.",40.3877208959734,49.8138858735885
1527357,120000,AZN,True,15,16,64.0,2,True,"İnşaatçılar m.,Yasamal r.,Yasamal q.",40.3855358742735,49.8069706449829
1292820,470000,AZN,True,7,16,226.0,4,True,"Sirk,Azərbaycan Dillər Universiteti,Zabitlər parkı,Bakı Slavyan Universiteti,Qış parkı,Nəsimi r.",40.3817512417598,49.8393197593384
1574612,134000,AZN,True,16,17,134.0,4,True,"Tibb Universiteti,Nəsimi r.",40.3989606100784,49.8326678809814
1565511,169000,AZN,False,5,5,130.0,4,True,"Texniki Universiteti,Memarlıq və İnşaat Universiteti,Hüseyn Cavid parkı,Space TV,Elmlər Akademiyası m.,Yasamal r.,Yasamal q.",40.3701058405512,49.8154449462891
1574606,62000,AZN,False,3,5,58.0,2,True,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.4124423095425,49.8077220695086
1574598,80000,AZN,True,13,20,82.0,3,False,"Sabunçu r.,Bakıxanov q.",40.4132295431775,49.9646806932418
1574597,93000,AZN,True,10,17,50.0,2,True,"Şərq bazarı,Təhsil Nazirliyi,Nərimanov r.",40.3897233228302,49.8568564949896
1574595,140000,AZN,False,3,5,70.0,3,True,"Tibb Universiteti,Nəsimi r.",40.3955876983154,49.8327827453613
1574587,98000,AZN,True,11,13,71.0,2,True,"Ukrayna dairəsi,Həzi Aslanov m.,Xətai r.",40.3763012129762,49.9517120786285
1574589,650000,AZN,True,10,16,200.0,4,True,"Port Baku,Səməd Vurğun parkı,Cavanşir körpüsü,Səbail r.",40.3785485841766,49.859398957422
1574586,83000,AZN,False,2,5,50.0,2,True,"Hüseyn Cavid parkı,Texniki Universiteti,Elmlər Akademiyası m.,Yasamal r.",40.3722654358927,49.8161200614991
1574582,112000,AZN,True,10,14,50.0,2,True,Nəsimi r.,40.4052846611255,49.8223700143567
1574581,125000,AZN,True,4,16,92.0,2,True,"Binəqədi r.,9-cu mikrorayon q.",40.421066658569,49.8147770465695
1514530,77000,AZN,True,9,17,50.0,2,False,"Şərq bazarı,Nərimanov r.",40.388494063795,49.8576413806054
1574563,187000,AZN,True,4,19,127.0,3,True,"20 Yanvar m.,Yasamal r.",40.3996194382164,49.8072536867017
1574557,123000,AZN,True,3,18,63.0,2,True,"Tibb Universiteti,Neftçi bazası,Nəsimi r.",40.3983411922307,49.8355432090454
1476525,255000,AZN,True,7,16,140.0,3,True,"Şəhidlər xiyabanı,Səbail r.",40.3567355642144,49.8226138829033
1461679,360000,AZN,True,4,11,186.0,4,True,"Şah İsmayıl Xətai m.,Cavanşir körpüsü,Xətai r.",40.3819823893085,49.866917651062
1478325,232000,AZN,True,11,14,115.0,3,False,"Şah İsmayıl Xətai m.,Xətai r.",40.3816365770519,49.8771768553078
1574554,133000,AZN,True,17,18,70.0,2,True,"Qara Qarayev m.,Nizami r.",40.4119718727585,49.9324258346399
1574554,133000,AZN,True,17,18,70.0,2,True,"Qara Qarayev m.,Nizami r.",40.4119718727585,49.9324258346399
1574553,108000,AZN,True,4,17,50.0,2,False,"Azadlıq Prospekti m.,Nəsimi r.",40.4258477692699,49.8474931538439
1574550,97000,AZN,True,2,16,65.0,2,True,"Binəqədi r.,Biləcəri q.",40.4066019140086,49.8259174777815
1574548,35000,AZN,False,5,5,36.0,1,True,"Xəzər r.,Mərdəkan q.",40.4963898523527,50.1289990811258
1574544,85000,AZN,False,3,9,80.0,3,True,Xətai r.,40.3689767708232,49.9640109909567
1574545,95000,AZN,True,11,17,100.0,3,False,"20 Yanvar m.,Yasamal r.,Yasamal q.",40.4014734813502,49.8082667187323
1574538,306000,AZN,True,16,18,185.0,4,True,"Yasamal bazarı,Elmlər Akademiyası m.,Yasamal r.",40.377994851213,49.807571916641
1574539,123000,AZN,True,7,16,65.0,2,False,"Şah İsmayıl Xətai m.,Xətai r.",40.3845557353348,49.8742391534424
1566702,97000,AZN,True,6,17,85.0,2,True,"Yasamal r.,Yeni Yasamal q.",40.3953504,49.79312795033
1574536,65000,AZN,False,5,5,45.0,2,True,"Memar Əcəmi m.,Nəsimi r.",40.4175529382515,49.8170381948082
1470301,69500,AZN,False,5,5,42.5,2,True,"Memar Əcəmi m.,Nəsimi r.,2-ci mikrorayon q.",40.411620480578,49.8168821975215
1574533,125000,AZN,True,3,19,114.0,3,False,"Binəqədi r.,7-ci mikrorayon q.",40.4291782823208,49.8528671264648
1574532,220000,AZN,True,16,17,131.0,3,True,"İnşaatçılar m.,Yasamal r.",40.3929075716985,49.8067760467529
1541708,130000,AZN,False,5,9,105.0,4,True,"20 Yanvar m.,Memar Əcəmi m.,Nəsimi r.,3-cü mikrorayon q.",40.4065555144732,49.814126116333
1574530,120000,AZN,True,10,14,70.0,2,True,Nərimanov r.,40.4101418183787,49.8689277110043
1574517,155000,AZN,True,4,16,110.0,2,False,"Neftçi bazası,TQDK,Nərimanov r.",40.4023154516733,49.8381645627684
1574516,84900,AZN,True,15,17,58.0,2,True,"Neftçilər m.,Nizami r.,8-ci kilometr q.",40.4101631043083,49.9432468414307
1574512,87000,AZN,True,11,19,45.0,2,True,"İnşaatçılar m.,Yasamal r.,Yasamal q.",40.3900492439946,49.7979239555421
1574509,139500,AZN,True,9,17,100.0,2,False,"Bakmil m.,Nəriman Nərimanov m.,Nərimanov r.",40.4096681748454,49.872845525331
1574504,155000,AZN,True,6,18,113.0,3,True,"Yasamal bazarı,Yasamal r.",40.3819515906415,49.8085701917369
1562813,123000,AZN,True,4,16,90.0,2,True,"Tibb Universiteti,Nəsimi bazarı,Nərimanov r.",40.3974046841671,49.8361440876034
1574495,220000,AZN,True,11,19,140.0,3,True,Yasamal r.,40.3955413920944,49.806165731421
1574493,155000,AZN,True,16,17,98.0,2,False,"Bakı Asiya Universiteti,Nəsimi r.",40.397261744937,49.819034456112
1574491,120000,AZN,False,4,5,75.0,3,True,"Yasamal bazarı,Yasamal r.,Yasamal q.",40.3817782130147,49.8069477081299
1439868,166000,AZN,True,7,17,106.0,3,False,"Qara Qarayev m.,Nizami r.",40.4191646855103,49.9336919413632
1566995,85000,AZN,True,10,17,55.0,1,True,"Nəsimi r.,4-cü mikrorayon q.",40.4116918869884,49.8049784675381
1574484,110000,AZN,False,2,9,88.0,3,True,Yasamal r.,40.399552920863,49.8011181616608
1483517,570000,AZN,True,6,17,190.0,4,False,"Hüseyn Cavid parkı,Elmlər Akademiyası m.,İncəsənət və Mədəniyyət Un.,Yasamal r.",40.3754841485743,49.8200798034668
1460282,455000,AZN,True,14,17,185.0,4,True,"Elmlər Akademiyası m.,Yasamal r.",40.3792781781817,49.8129872413697
1574480,214000,AZN,True,7,10,158.0,4,True,"Binəqədi r.,8-ci mikrorayon q.",40.4155872252738,49.8362588882446
1365471,455000,AZN,True,7,22,170.0,4,True,"İncəsənət və Mədəniyyət Un.,Dövlət Statistika Komitəsi,Yasamal r.",40.3809437547055,49.8211526870728
1544605,117000,AZN,True,2,10,90.0,3,True,"Abşeron r.,Masazır q.",40.4728305099045,49.756633679285
1401886,395000,AZN,True,16,18,190.0,4,True,"Nəsimi bazarı,Nəsimi r.",40.3961172001,49.8420341548614
1234231,145000,AZN,True,6,10,134.6,3,False,"Neapol dairəsi,Xətai r.,Əhmədli q.",40.3825402297982,49.9665496548108
1549484,112500,AZN,True,7,9,89.0,3,True,"Abşeron r.,Masazır q.",40.4731569720768,49.7560640765776
1413324,299000,AZN,True,15,17,136.0,3,True,"Elmlər Akademiyası m.,Yasamal r.",40.3792209676196,49.8128370376649
1551172,35500,AZN,True,7,7,40.0,2,True,"Abşeron r.,Masazır q.",40.4727652172796,49.7565868624268
1350019,285000,AZN,True,10,19,155.0,3,True,"Botanika bağı,Səbail r.",40.3548426500541,49.8167411052491
1567565,109000,AZN,True,9,16,55.0,2,True,"20 Yanvar m.,Yasamal r.",40.3978101614279,49.8083639144897
1542424,345000,AZN,True,15,17,155.0,3,True,"Elmlər Akademiyası m.,Yasamal r.",40.3791637570089,49.812858495337
1554960,119000,AZN,True,6,7,90.0,3,True,"Abşeron r.,Masazır q.",40.4725812103137,49.7571408616975
1444896,195000,AZN,True,16,19,105.0,3,True,"Botanika bağı,Səbail r.",40.3547772428419,49.8168269359376
1556093,112500,AZN,True,7,10,89.3,3,True,"Abşeron r.,Masazır q.",40.472812702786,49.7565946654547
1574477,86000,AZN,False,4,5,60.0,2,True,"İnşaatçılar m.,Yasamal r.",40.3889506336504,49.8066074327825
1574474,85000,AZN,False,8,9,60.0,2,True,"Binəqədi r.,Biləcəri q.",40.4202354797473,49.8123670429351
1574470,225000,AZN,True,16,18,112.0,2,True,"Botanika bağı,Səbail r.,Badamdar q.",40.3550622006123,49.8157541136712
1574464,200000,AZN,True,3,18,150.0,4,True,"Zərifə Əliyeva adına park,Nəsimi r.,4-cü mikrorayon q.",40.4217809231049,49.8180979661936
979013,104000,AZN,True,10,12,112.0,3,False,"Yasamal r.,Yeni Yasamal q.",40.3928233444384,49.7949141693116
1486345,71000,AZN,True,15,19,51.0,2,False,"Yasamal r.,Yeni Yasamal q.",40.3909929504752,49.7890776824951
1574463,210000,AZN,True,9,11,144.0,3,True,"Sirk,Zabitlər parkı,Azərbaycan Dillər Universiteti,Bakı Slavyan Universiteti,Qış parkı,Nəsimi r.",40.3820098436763,49.8386861187166
1534727,74000,AZN,True,2,12,55.0,2,True,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.3927579740821,49.7961157989502
1485310,93000,AZN,True,2,4,93.0,3,True,"Səbail r.,Badamdar q.",40.3405831964637,49.8056153240271
1574458,84000,AZN,False,4,5,60.0,2,True,"Yasamal bazarı,İnşaatçılar m.,Yasamal r.",40.3836884037905,49.8032172628183
1574456,123000,AZN,True,9,17,100.0,4,True,"Yasamal r.,Yeni Yasamal q.",40.3926458928808,49.7876151381135
1574454,105000,AZN,False,6,9,80.0,3,True,"Suraxanı r.,Yeni Günəşli q.",40.3742530179473,49.9756876496055
1574452,205000,AZN,True,8,16,145.0,3,True,"Xalqlar Dostluğu m.,Nizami r.",40.3944708033768,49.9543640962685
1574448,109000,AZN,False,7,9,65.0,2,True,"İnşaatçılar m.,Yasamal r.,Yasamal q.",40.3858832792026,49.8069405678539
1557703,329000,AZN,True,12,19,180.0,4,True,"Park Zorge,Koala parkı,Dostluq kinoteatrı,Rusiya səfirliyi,Nəsimi r.",40.3888692298438,49.8388798770599
1574443,244000,AZN,True,3,7,143.0,3,False,"Ağ şəhər,Xətai r.",40.3837058114263,49.8843671746826
1574442,110000,AZN,False,2,9,90.0,3,True,Yasamal r.,40.3992102621793,49.8011429994065
1574440,150000,AZN,False,3,9,110.0,4,True,"20 Yanvar m.,Memar Əcəmi m.,Yasamal r.",40.4089830954283,49.8091427438566
1574438,211000,AZN,True,5,7,160.0,4,False,Xətai r.,40.3884456348179,49.8762990899658
1574432,58000,AZN,True,14,19,80.0,1,True,"Xətai r.,Əhmədli q.",40.3875705792745,49.9666924071619
1574429,185000,AZN,True,5,7,135.0,3,False,"Ağ şəhər,Xətai r.",40.3829539467218,49.8860837884521
1559093,95000,AZN,True,3,16,55.0,1,False,"Şah İsmayıl Xətai m.,Xətai r.",40.3847703039005,49.8748189367872
1574422,222000,AZN,True,9,17,160.0,3,False,"Nəsimi bazarı,Nəsimi r.",40.396149883655,49.8397489127808
1574425,110000,AZN,False,7,9,60.0,2,True,"İnşaatçılar m.,Yasamal r.",40.3852359835947,49.8084704013886
1574420,120000,AZN,True,2,14,92.0,2,True,"Xətai r.,Əhmədli q.",40.3935439287449,49.9655261902228
1574423,40000,AZN,False,5,7,38.6,2,True,"Suraxanı r.,Massiv A q.",40.3741106760013,49.9759176137695
1574415,93000,AZN,True,14,17,90.0,3,True,"Xətai r.,Əhmədli q.",40.3601559092091,49.9657069604489
1574405,450000,AZN,True,6,7,144.0,3,False,"Ağ şəhər,Xətai r.",40.3794233393676,49.884624666748
1552877,42500,AZN,True,6,11,69.0,1,False,Abşeron r.,40.4720570436011,49.7386264801025
1574403,350000,AZN,True,10,17,204.0,4,True,"Bakı Slavyan Universiteti,Azərbaycan Dillər Universiteti,Sirk,Bakı Musiqi Akademiyası,28 May m.,Neft Akademiyası,Nəsimi r.",40.3821349752589,49.8437797191288
1574401,89000,AZN,True,13,17,65.0,2,True,"Xətai r.,Həzi Aslanov q.",40.3799221384618,49.9256612035721
1574398,137000,AZN,True,17,17,134.0,3,True,"Neftçi bazası,Tibb Universiteti,Nərimanov r.",40.3990357530847,49.8350358009338
1574399,167000,AZN,True,17,17,164.0,4,True,"Neftçi bazası,Tibb Universiteti,Nərimanov r.",40.3994721833842,49.8350746579833
1574397,100000,AZN,True,17,17,97.0,2,True,"Neftçi bazası,Tibb Universiteti,Nərimanov r.",40.3993087735117,49.8350746579833
1479347,105000,AZN,True,4,7,45.0,1,True,"Şah İsmayıl Xətai m.,Xətai r.",40.3817528503069,49.8736381530762
1574393,67000,AZN,True,4,9,70.0,3,True,"Abşeron r.,Masazır q.",40.4920283458566,49.7506616845974
1574392,43500,AZN,True,2,7,41.0,2,True,"Abşeron r.,Masazır q.",40.4924581139205,49.7491836547852
1560677,155000,AZN,True,15,17,91.0,3,True,"İnşaatçılar m.,Yasamal r.",40.3912913198721,49.8083952995362
1526275,150000,AZN,False,3,9,110.0,4,True,"20 Yanvar m.,Yasamal r.,Yasamal q.",40.4075574111542,49.8051374055017
1574385,140000,AZN,False,2,9,104.0,5,True,"Xəzər r.,Buzovna q.",40.51946183901,50.1025915429649
1574381,85000,AZN,True,2,10,90.0,3,True,"Abşeron r.,Masazır q.",40.4924581139205,49.7491836547852
1574378,148000,AZN,True,11,11,91.0,3,True,"M.Hüseynzadə parkı,Dövlət Statistika Komitəsi,İzmir parkı,Nizami m.,Yasamal r.",40.3840992193769,49.8274610891484
1574374,41500,AZN,True,4,10,40.0,2,True,"Abşeron r.,Masazır q.",40.4924581139205,49.7491836547852
1574372,145000,AZN,False,6,9,90.0,3,True,"Gənclik m.,Nərimanov r.",40.4065637897002,49.8492367215819
